Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
19 09 2018 07:40;272;1,082;320;280,71;0;;;
19 09 2018 07:50;267;1,123;335;309,15;0;;;
19 09 2018 08:00;62;1,137;339;314,55;0;;;
19 09 2018 08:10;280;1,184;349;331,44;0;;;
19 09 2018 08:20;273;1,042;30;261,29;0;;;
19 09 2018 08:30;260;1,063;313;270,77;0;;;
19 09 2018 08:40;240;1,067;314;281,53;0;;;
19 09 2018 08:50;219;1,021;292;25,16;0;;;
19 09 2018 09:00;232;0,001;329;0,03;0;;;
19 09 2018 09:10;237;0,012;352;342,74;0;;;
19 09 2018 09:20;236;1,105;329;294,54;0;;;
19 09 2018 09:30;257;9,912;274;241,3;0;;;
19 09 2018 09:40;229;1,174;347;336,34;0;;;
19 09 2018 09:50;57;1,176;348;337,16;0;;;
19 09 2018 10:00;6;1,046;305;267,25;0;;;
19 09 2018 10:10;270;9,976;278;244,67;0;;;
19 09 2018 10:20;279;1,058;31;26,71;0;;;
19 09 2018 10:30;266;1,034;299;0,03;0;;;
19 09 2018 10:40;227;9,084;220;208,11;0;;;
19 09 2018 10:50;57;0,84;176;180,24;0;;;
19 09 2018 11:00;241;1,069;315;280,06;0;;;
19 09 2018 11:10;241;1,046;304;266,04;0;;;
19 09 2018 11:20;152;7,724;138;146,35;0;;;
19 09 2018 11:30;41;8,794;201;192,28;0;;;
19 09 2018 11:40;332;8,973;213;203,39;0;;;
19 09 2018 11:50;339;8,389;176;171,55;0;;;
19 09 2018 12:00;345;9,742;262;252,35;0;;;
19 09 2018 12:10;340;9,965;277;250,32;0;;;
19 09 2018 12:20;47;1,089;323;287,12;0;;;
19 09 2018 12:30;26;1,062;312;28,59;0;;;
19 09 2018 12:40;358;1,129;337;32,78;0;;;
19 09 2018 12:50;42;1,118;33;311,24;0;;;
19 09 2018 13:00;37;0,112;335;320,29;0;;;
19 09 2018 13:10;31;1,124;335;3,11;0;;;
19 09 2018 13:20;50;1,127;336;31,38;0;;;
19 09 2018 13:30;26;1,135;338;32,32;0;;;
19 09 2018 13:40;77;1,14;340;320,03;0;;;
19 09 2018 13:50;44;1,035;299;0,29;0;;;
19 09 2018 14:00;42;0,964;254;24,34;0;;;
19 09 2018 14:10;49;9,299;234;227,87;0;;;
19 09 2018 14:20;158;1,127;336;309,82;0;;;
19 09 2018 14:30;159;1,17;347;326,06;0;;;
19 09 2018 14:40;169;1,065;313;277,74;0;;;
19 09 2018 14:50;143;1,006;283;250,65;0;;;
19 09 2018 15:00;51;1,037;300;267,42;0;;;
19 09 2018 15:10;50;1,046;30;273,02;0;;;
19 09 2018 15:20;155;1,147;341;321,28;0;;;
19 09 2018 15:30;145;1,208;353;341,51;0;;;
19 09 2018 15:40;156;1,15;342;31,89;0;;;
19 09 2018 15:50;141;1,125;335;312,26;0;;;
19 09 2018 16:00;153;1,103;328;296,2;0;;;
19 09 2018 16:10;172;1,161;34;318,39;0;;;
19 09 2018 16:20;178;1,109;330;313,73;0;;;
19 09 2018 16:30;197;1,264;359;355,04;0;;;
19 09 2018 16:40;219;1,339;0;#VÆRDI!;0;;;
19 09 2018 16:50;59;1,371;0;357,69;0;;;
19 09 2018 17:00;58;1,283;360;348,56;0;;;
19 09 2018 17:10;227;1,243;357;348,12;0;;;
19 09 2018 17:20;226;1,199;352;33,88;0;;;
19 09 2018 17:30;231;1,21;354;338,37;0;;;
19 09 2018 17:40;232;1,238;357;34,88;0;;;
19 09 2018 17:50;246;1,23;356;342,57;0;;;
19 09 2018 18:00;254;0,012;356;3,36;0;;;
19 09 2018 18:10;264;1,23;356;336,99;0;;;
19 09 2018 18:20;274;1,232;356;337,85;0;;;
19 09 2018 18:30;278;1,179;349;32,25;0;;;
19 09 2018 18:40;276;0,119;350;326,7;0;;;
19 09 2018 18:50;6;1,159;344;319,27;0;;;
19 09 2018 19:00;290;1,096;326;289,07;0;;;
19 09 2018 19:10;293;1,036;300;266,48;0;;;
19 09 2018 19:20;299;1,093;325;281;0;;;
19 09 2018 19:30;66;0,105;31;2,66;0;;;
19 09 2018 19:40;321;1,119;333;298,19;0;;;
19 09 2018 19:50;328;1,153;34;0,31;0;;;
19 09 2018 20:00;0;1,109;330;0,29;0;;;
19 09 2018 20:10;356;1,192;351;328,95;0;;;
19 09 2018 20:20;11;1,071;316;270,69;0;;;
19 09 2018 20:30;354;1,031;297;25,7;0;;;
19 09 2018 20:40;359;1,043;303;251,06;0;;;
19 09 2018 20:50;71;1,065;313;271,43;0;;;
19 09 2018 21:00;334;1,053;308;26,57;0;;;
19 09 2018 21:10;341;1,038;301;26,09;0;;;
19 09 2018 21:20;337;1,075;318;275,91;0;;;
19 09 2018 21:30;349;1,185;350;321,01;0;;;
19 09 2018 21:40;343;1,184;349;321,41;0;;;
19 09 2018 21:50;325;0,012;354;33,24;0;;;
19 09 2018 22:00;69;1,156;344;0,32;0;;;
19 09 2018 22:10;330;1,114;332;292,79;0;;;
19 09 2018 22:20;325;1,124;335;303,2;0;;;
19 09 2018 22:30;312;1,228;356;341,82;0;;;
19 09 2018 22:40;314;1,138;339;30,85;0;;;
19 09 2018 22:50;311;1,143;340;31,09;0;;;
19 09 2018 23:00;304;1,157;344;317,13;0;;;
19 09 2018 23:10;294;1,09;324;283,8;0;;;
19 09 2018 23:20;67;0,011;325;284,47;0;;;
19 09 2018 23:30;295;1,162;345;317,33;0;;;
19 09 2018 23:40;287;1,151;3;304,95;0;;;
19 09 2018 23:50;326;1,176;348;311,09;0;;;
20 09 2018 00:00;321;1,172;347;30,92;0;;;
20 09 2018 00:10;325;1,206;353;324,34;0;;;
20 09 2018 00:20;325;1,127;336;293,7;0;;;
20 09 2018 00:30;308;1,118;333;29,4;0;;;
20 09 2018 00:40;313;1,186;350;320,62;0;;;
20 09 2018 00:50;286;1,204;353;3,29;0;;;
20 09 2018 01:00;294;1,223;355;0,35;0;;;
20 09 2018 01:10;301;1,155;343;313,76;0;;;
20 09 2018 01:20;294;1,191;351;330,36;0;;;
20 09 2018 01:30;300;1,181;349;319,94;0;;;
20 09 2018 01:40;293;1,158;344;314,41;0;;;
20 09 2018 01:50;316;1,179;349;312,44;0;;;
20 09 2018 02:00;296;1,101;327;2,98;0;;;
20 09 2018 02:10;314;1,11;331;29,17;0;;;
20 09 2018 02:20;65;1,115;332;295,17;0;;;
20 09 2018 02:30;287;1,053;308;0,27;0;;;
20 09 2018 02:40;310;1,109;330;282,4;0;;;
20 09 2018 02:50;274;0,106;312;266,53;0;;;
20 09 2018 03:00;267;1,056;31;265,74;0;;;
20 09 2018 03:10;293;1,045;304;263,12;0;;;
20 09 2018 03:20;290;1,138;34;30,03;0;;;
20 09 2018 03:30;260;1,111;33;287,1;0;;;
20 09 2018 03:40;282;9,928;275;234,89;0;;;
20 09 2018 03:50;263;0,114;339;301,31;0;;;
20 09 2018 04:00;219;1,152;343;31,76;0;;;
20 09 2018 04:10;60;1,12;334;299,88;0;;;
20 09 2018 04:20;217;1,072;317;276,88;0;;;
20 09 2018 04:30;58;1,067;3;273,86;0;;;
20 09 2018 04:40;58;1,081;320;275,15;0;;;
20 09 2018 04:50;245;1,073;317;276,27;0;;;
20 09 2018 05:00;59;1,077;319;274,08;0;;;
20 09 2018 05:10;239;1,093;32;284,96;0;;;
20 09 2018 05:20;221;0,112;334;291,53;0;;;
20 09 2018 05:30;262;1,057;310;266,01;0;;;
20 09 2018 05:40;255;1,073;317;278,27;0;;;
20 09 2018 05:50;249;1,029;296;251,64;0;;;
20 09 2018 06:00;225;9,472;245;208,61;0;;;
20 09 2018 06:10;61;8,989;214;197,25;0;;;
20 09 2018 06:20;246;9,675;257;222,43;0;;;
20 09 2018 06:30;247;0,949;25;210,52;0;;;
20 09 2018 06:40;251;0,102;288;2,37;0;;;
20 09 2018 06:50;59;0,101;28;23,92;0;;;
20 09 2018 07:00;212;9,102;221;191,34;0;;;
20 09 2018 07:10;215;9,149;224;19,99;0;;;
20 09 2018 07:20;208;9,01;215;185,16;0;;;
20 09 2018 07:30;201;9,052;218;191,82;0;;;
20 09 2018 07:40;223;8,914;21;184,95;0;;;
20 09 2018 07:50;224;8,9;208;18,98;0;;;
20 09 2018 08:00;221;8,633;191;169,59;0;;;
20 09 2018 08:10;246;8,711;20;17,22;0;;;
20 09 2018 08:20;229;8,726;20;0,17;0;;;
20 09 2018 08:30;255;8,544;186;159,06;0;;;
20 09 2018 08:40;61;8,1;159;140,06;0;;;
20 09 2018 08:50;245;8,088;158;136,41;0;;;
20 09 2018 09:00;119;6,319;737;805,87;0;;;
20 09 2018 09:10;84;5,691;526;562,53;0;;;
20 09 2018 09:20;94;6,13;669;649,3;0;;;
20 09 2018 09:30;55;5,965;613;606,95;0;;;
20 09 2018 09:40;10;6,388;763;705,62;0;;;
20 09 2018 09:50;8;6,292;727;716,03;0;;;
20 09 2018 10:00;41;6,55;826;85,04;0;;;
20 09 2018 10:10;352;7,025;103;10,41;0;;;
20 09 2018 10:20;332;7,351;118;113,5;0;;;
20 09 2018 10:30;309;7,354;118;114,97;0;;;
20 09 2018 10:40;27;0,692;981;981,26;0;;;
20 09 2018 10:50;280;7,514;126;1,18;0;;;
20 09 2018 11:00;289;7,375;119;112,03;0;;;
20 09 2018 11:10;268;0,74;121;107,3;0;;;
20 09 2018 11:20;304;7,382;120;109,2;0;;;
20 09 2018 11:30;328;6,732;900;847,69;0;;;
20 09 2018 11:40;305;6,673;875;817,86;0;;;
20 09 2018 11:50;304;6,576;836;803,72;0;;;
20 09 2018 12:00;348;6,861;955;907,94;0;;;
20 09 2018 12:10;32;6,884;965;852,41;0;;;
20 09 2018 12:20;348;7,151;109;100,27;0;;;
20 09 2018 12:30;360;7,395;120;110,34;0;;;
20 09 2018 12:40;311;7,999;153;141,27;0;;;
20 09 2018 12:50;317;8,234;17;15,73;0;;;
20 09 2018 13:00;311;8,238;167;157;0;;;
20 09 2018 13:10;348;8,458;180;162,88;0;;;
20 09 2018 13:20;359;0,825;168;159,73;0;;;
20 09 2018 13:30;16;9,851;270;221,52;0;;;
20 09 2018 13:40;2;1,007;283;233,59;0;;;
20 09 2018 13:50;1;9,148;224;203,42;0;;;
20 09 2018 14:00;22;9,652;256;222,81;0;;;
20 09 2018 14:10;26;1,015;288;237,73;0;;;
20 09 2018 14:20;25;1,017;289;236,14;0;;;
20 09 2018 14:30;58;8,653;192;17,2;0;;;
20 09 2018 14:40;44;8,429;178;165,65;0;;;
20 09 2018 14:50;34;8,901;21;189,11;0;;;
20 09 2018 15:00;39;9,343;237;20,6;0;;;
20 09 2018 15:10;43;9,042;217;193,42;0;;;
20 09 2018 15:20;56;9,168;225;195,9;0;;;
20 09 2018 15:30;69;9,239;230;203,09;0;;;
20 09 2018 15:40;133;8,545;186;173,61;0;;;
20 09 2018 15:50;49;9,505;244;217,02;0;;;
20 09 2018 16:00;135;9,41;241;208,35;0;;;
20 09 2018 16:10;166;9,956;276;0,02;0;;;
20 09 2018 16:20;159;0,094;243;205,84;0;;;
20 09 2018 16:30;170;9,699;259;215,04;0;;;
20 09 2018 16:40;160;9,833;268;0,02;0;;;
20 09 2018 16:50;184;1,071;316;269,13;0;;;
20 09 2018 17:00;219;1,109;330;284,41;0;;;
20 09 2018 17:10;191;1,162;35;312,97;0;;;
20 09 2018 17:20;215;1,225;356;33,37;0;;;
20 09 2018 17:30;251;1,339;0;358,28;0;;;
20 09 2018 17:40;248;1,292;360;352,94;0;;;
20 09 2018 17:50;243;1,285;360;360,04;0;;;
20 09 2018 18:00;267;1,291;360;3,51;0;;;
20 09 2018 18:10;262;0,127;359;354,34;0;;;
20 09 2018 18:20;270;0,131;0;356,86;0;;;
20 09 2018 18:30;261;1,307;0;355,74;0;;;
20 09 2018 18:40;249;1,286;360;355,45;0;;;
20 09 2018 18:50;272;1,267;359;349,13;0;;;
20 09 2018 19:00;303;1,326;0;358,55;0;;;
20 09 2018 19:10;286;1,313;0;359,01;0;;;
20 09 2018 19:20;288;1,245;357;347,56;0;;;
20 09 2018 19:30;286;1,272;359;355,46;0;;;
20 09 2018 19:40;277;1,179;349;329,24;0;;;
20 09 2018 19:50;318;1,241;357;33,76;0;;;
20 09 2018 20:00;319;0,119;351;324,11;0;;;
20 09 2018 20:10;18;1,158;344;29,88;0;;;
20 09 2018 20:20;327;1,109;330;292,85;0;;;
20 09 2018 20:30;276;1,153;343;312,25;0;;;
20 09 2018 20:40;272;0,119;350;31,96;0;;;
20 09 2018 20:50;263;1,2;352;315,97;0;;;
20 09 2018 21:00;259;1,096;326;272,4;0;;;
20 09 2018 21:10;0;1,081;320;2,69;0;;;
20 09 2018 21:20;235;1,061;312;264,1;0;;;
20 09 2018 21:30;248;9,926;275;2,29;0;;;
20 09 2018 21:40;248;9,538;247;0,21;0;;;
20 09 2018 21:50;276;9,671;257;21,76;0;;;
20 09 2018 22:00;271;9,561;249;212,84;0;;;
20 09 2018 22:10;63;0,958;251;215,54;0;;;
20 09 2018 22:20;229;9,689;258;226,58;0;;;
20 09 2018 22:30;229;9,934;275;235,09;0;;;
20 09 2018 22:40;238;9,064;22;195,4;0;;;
20 09 2018 22:50;197;8,38;175;165,36;0;;;
20 09 2018 23:00;234;7,814;143;132,39;0;;;
20 09 2018 23:10;227;8,945;211;190,01;0;;;
20 09 2018 23:20;211;8,562;187;167,49;0;;;
20 09 2018 23:30;231;8,364;174;159,47;0;;;
20 09 2018 23:40;247;8,776;20;180,33;0;;;
20 09 2018 23:50;256;8,994;21;196,5;0;;;
21 09 2018 00:00;291;0,907;219;192,83;0;;;
21 09 2018 00:10;294;8,689;195;174,39;0;;;
21 09 2018 00:20;66;8,591;188;166,68;0;;;
21 09 2018 00:30;65;8,3;171;153,02;0;;;
21 09 2018 00:40;271;0,834;173;149,61;0;;;
21 09 2018 00:50;278;8,484;182;158,23;0;;;
21 09 2018 01:00;294;9,094;221;185,57;0;;;
21 09 2018 01:10;251;8,559;186;165,2;0;;;
21 09 2018 01:20;250;7,948;150;135,82;0;;;
21 09 2018 01:30;277;0,834;173;149,57;0;;;
21 09 2018 01:40;66;8,575;187;160,69;0;;;
21 09 2018 01:50;300;7,923;149;131,63;0;;;
21 09 2018 02:00;284;7,896;147;130,59;0;;;
21 09 2018 02:10;273;7,237;113;987,17;0;;;
21 09 2018 02:20;271;0,706;104;946,23;0;;;
21 09 2018 02:30;332;7,236;113;984,57;0;;;
21 09 2018 02:40;319;7,801;142;124,02;0;;;
21 09 2018 02:50;279;7,73;138;121,61;0;;;
21 09 2018 03:00;241;7,015;102;911,6;0;;;
21 09 2018 03:10;225;7,373;119;110,66;0;;;
21 09 2018 03:20;251;7,412;121;113,1;0;;;
21 09 2018 03:30;268;8,39;176;160,2;0;;;
21 09 2018 03:40;257;8,478;181;158,93;0;;;
21 09 2018 03:50;60;8,804;20;18,37;0;;;
21 09 2018 04:00;282;9,826;27;22,07;0;;;
21 09 2018 04:10;247;9,421;24;212,98;0;;;
21 09 2018 04:20;251;9,476;245;21,04;0;;;
21 09 2018 04:30;222;9,035;217;201,54;0;;;
21 09 2018 04:40;221;8,412;177;171,67;0;;;
21 09 2018 04:50;178;8,453;180;172,6;0;;;
21 09 2018 05:00;183;8,923;2;18,71;0;;;
21 09 2018 05:10;204;7,153;109;106,98;0;;;
21 09 2018 05:20;270;8,352;174;158,34;0;;;
21 09 2018 05:30;203;9,821;268;22,87;0;;;
21 09 2018 05:40;198;9,913;274;229,58;0;;;
21 09 2018 05:50;222;9,039;217;1,97;0;;;
21 09 2018 06:00;190;8,963;212;193,38;0;;;
21 09 2018 06:10;194;8,506;183;172,09;0;;;
21 09 2018 06:20;57;9,816;267;224,23;0;;;
21 09 2018 06:30;54;8,457;180;168,52;0;;;
21 09 2018 06:40;196;8,352;174;160,18;0;;;
21 09 2018 06:50;231;8,174;163;143,19;0;;;
21 09 2018 07:00;263;8,252;168;153,46;0;;;
21 09 2018 07:10;220;7,659;134;127,42;0;;;
21 09 2018 07:20;116;6,529;82;833,43;0;;;
21 09 2018 07:30;92;6,825;939;994,6;0;;;
21 09 2018 07:40;68;7,391;12;120,45;0;;;
21 09 2018 07:50;88;0,763;133;128,62;0;;;
21 09 2018 08:00;6;7,946;150;141,24;0;;;
21 09 2018 08:10;346;7,609;13;126,83;0;;;
21 09 2018 08:20;58;0,775;14;132,16;0;;;
21 09 2018 08:30;104;8,274;169;153,31;0;;;
21 09 2018 08:40;41;7,385;120;116,21;0;;;
21 09 2018 08:50;38;6,729;898;998,35;0;;;
21 09 2018 09:00;4;6,667;873;859,22;0;;;
21 09 2018 09:10;203;6,31;73;734,39;0;;;
21 09 2018 09:20;133;6,303;731;725,21;0;;;
21 09 2018 09:30;175;6,801;929;932,07;0;;;
21 09 2018 09:40;257;0,831;171;151,97;0;;;
21 09 2018 09:50;139;6,702;887;843,59;0;;;
21 09 2018 10:00;83;5,448;454;444,3;0;;;
21 09 2018 10:10;108;5,994;623;583,74;0;;;
21 09 2018 10:20;8;6,375;758;756,38;0;;;
21 09 2018 10:30;309;6,397;766;700,22;0;;;
21 09 2018 10:40;319;0,618;69;671,64;0;;;
21 09 2018 10:50;8;6,28;723;653,67;0;;;
21 09 2018 11:00;40;6,364;754;727,22;0;;;
21 09 2018 11:10;310;6,133;670;6,65;0;;;
21 09 2018 11:20;28;6,374;758;693,7;0;;;
21 09 2018 11:30;323;6,624;855;779,51;0;;;
21 09 2018 11:40;336;6,255;713;637,94;0;;;
21 09 2018 11:50;355;6,438;782;687,61;0;;;
21 09 2018 12:00;1;6,257;714;6,57;0;;;
21 09 2018 12:10;14;6,244;710;633,8;0;;;
21 09 2018 12:20;47;5,792;56;539,24;0;;;
21 09 2018 12:30;17;0,055;482;475,15;0;;;
21 09 2018 12:40;347;0,057;525;459,98;0;;;
21 09 2018 12:50;339;5,6;498;461,73;0;;;
21 09 2018 13:00;44;5,972;616;547,23;0;;;
21 09 2018 13:10;25;6,086;653;598,51;0;;;
21 09 2018 13:20;57;6,173;684;620,42;0;;;
21 09 2018 13:30;46;5,898;591;224,38;0;;;
21 09 2018 13:40;33;7,112;107;975,47;0;;;
21 09 2018 13:50;70;7,357;119;0,11;0;;;
21 09 2018 14:00;67;7,181;110;102,51;0;;;
21 09 2018 14:10;43;6,99;101;932,18;0;;;
21 09 2018 14:20;90;7,495;126;116,05;0;;;
21 09 2018 14:30;46;7,194;111;994,62;0;;;
21 09 2018 14:40;136;7,875;146;130,63;0;;;
21 09 2018 14:50;129;7,559;129;120,57;0;;;
21 09 2018 15:00;182;8,169;163;148,26;0;;;
21 09 2018 15:10;184;8,409;177;156,4;0;;;
21 09 2018 15:20;207;0,827;169;149,64;0;;;
21 09 2018 15:30;200;8,851;205;179,03;0;;;
21 09 2018 15:40;241;9,382;239;205,6;0;;;
21 09 2018 15:50;252;9,96;277;227,43;0;;;
21 09 2018 16:00;267;9,472;245;204,41;0;;;
21 09 2018 16:10;311;0,999;279;226,59;0;;;
21 09 2018 16:20;69;9,408;241;204,25;0;;;
21 09 2018 16:30;335;8,847;205;172,46;0;;;
21 09 2018 16:40;26;9,606;252;208,79;0;;;
21 09 2018 16:50;74;1,009;284;230,35;0;;;
21 09 2018 17:00;37;1,053;308;246,53;0;;;
21 09 2018 17:10;35;1,095;326;25,47;0;;;
21 09 2018 17:20;74;1,084;321;240,89;0;;;
21 09 2018 17:30;40;1,045;304;2,29;0;;;
21 09 2018 17:40;41;9,781;265;194,14;0;;;
21 09 2018 17:50;47;9,557;248;179,47;0;;;
21 09 2018 18:00;74;7,664;134;117,26;0;;;
21 09 2018 18:10;207;5,749;544;677,29;0;;;
21 09 2018 18:20;161;6,589;841;949,49;0;;;
21 09 2018 18:30;169;6,501;806;946,01;0;;;
21 09 2018 18:40;124;7,126;107;107,33;0;;;
21 09 2018 18:50;189;5,996;624;865,47;0;;;
21 09 2018 19:00;226;6,704;888;105,33;0;;;
21 09 2018 19:10;159;7,039;103;109,96;0;;;
21 09 2018 19:20;79;8,311;171;150,06;0;;;
21 09 2018 19:30;86;5,617;503;808,73;0;;;
21 09 2018 19:40;75;5,87;582;957,38;0;;;
21 09 2018 19:50;63;8,155;162;112,58;0;;;
21 09 2018 20:00;165;4,608;245;385,75;0;;;
21 09 2018 20:10;233;4,222;165;223,16;0;;;
21 09 2018 20:20;243;3,866;104;18,52;0;;;
21 09 2018 20:30;150;4,361;193;277,38;0;;;
21 09 2018 20:40;55;5,492;467;534,27;0;;;
21 09 2018 20:50;168;0,384;991;21,55;0;;;
21 09 2018 21:00;102;3,996;127;174,25;0;;;
21 09 2018 21:10;11;2,85;0;849,54;0;;;
21 09 2018 21:20;113;0,331;336;216,39;0;;;
21 09 2018 21:30;112;3,289;319;486,13;0;;;
21 09 2018 21:40;1;3,536;561;139,7;0;;;
21 09 2018 21:50;141;4,242;169;243,67;0;;;
21 09 2018 22:00;39;5,819;565;442,16;0;;;
21 09 2018 22:10;105;4,212;163;239,92;0;;;
21 09 2018 22:20;107;3,356;376;599,86;0;;;
21 09 2018 22:30;271;3,283;315;53,68;0;;;
21 09 2018 22:40;79;4,739;274;247,19;0;;;
21 09 2018 22:50;56;3,605;647;104,5;0;;;
21 09 2018 23:00;102;1,466;0;0;0;;;
21 09 2018 23:10;172;1,225;0;0;0;;;
21 09 2018 23:20;263;#VÆRDI!;0;0;10;;;
21 09 2018 23:30;217;#VÆRDI!;0;0;0;;;
21 09 2018 23:40;184;#VÆRDI!;0;0;0;;;
21 09 2018 23:50;207;#VÆRDI!;0;0;0;;;
22 09 2018 00:00;259;1,704;0;0;0;;;
22 09 2018 00:10;9;1,936;0;0;0;;;
22 09 2018 00:20;258;1,815;0;0;0;;;
22 09 2018 00:30;45;1,783;0;0;0;;;
22 09 2018 00:40;56;2,386;0;0;0;;;
22 09 2018 00:50;305;3,502;522;0;0;;;
22 09 2018 01:00;211;2,925;0;0;0;;;
22 09 2018 01:10;284;2,989;0;0;0;;;
22 09 2018 01:20;66;2,476;0;0;0;;;
22 09 2018 01:30;333;3,227;274;0;0;;;
22 09 2018 01:40;192;0,327;303;0;0;;;
22 09 2018 01:50;60;3,014;165;0;0;;;
22 09 2018 02:00;144;2,748;0;0;0;;;
22 09 2018 02:10;239;3,122;211;0;0;;;
22 09 2018 02:20;233;0,032;228;0;0;;;
22 09 2018 02:30;242;3,776;890;876,84;0;;;
22 09 2018 02:40;158;4,238;168;87,55;0;;;
22 09 2018 02:50;174;0,486;302;186,96;0;;;
22 09 2018 03:00;250;5,164;377;236,92;0;;;
22 09 2018 03:10;57;5,452;455;23,95;0;;;
22 09 2018 03:20;190;4,947;323;172,27;0;;;
22 09 2018 03:30;201;4,902;31;138,95;0;;;
22 09 2018 03:40;309;4,305;182;100,09;0;;;
22 09 2018 03:50;44;3,344;364;168,08;0;;;
22 09 2018 04:00;9;2,857;0;0;0;;;
22 09 2018 04:10;287;2,578;0;0;0;;;
22 09 2018 04:20;69;2,631;0;0;0;;;
22 09 2018 04:30;360;2,952;0;0;0;;;
22 09 2018 04:40;237;3,861;10;346,71;0;;;
22 09 2018 04:50;317;3,054;179;836,8;0;;;
22 09 2018 05:00;108;2,516;0;0;0;;;
22 09 2018 05:10;137;2,849;0;0;0;;;
22 09 2018 05:20;360;2,203;0;0;0;;;
22 09 2018 05:30;90;2,364;0;0;0;;;
22 09 2018 05:40;83;3,068;186;0;0;;;
22 09 2018 05:50;157;3,519;541;0;0;;;
22 09 2018 06:00;149;3,41;426;0;0;;;
22 09 2018 06:10;88;0,041;136;821,46;0;;;
22 09 2018 06:20;143;4,805;290;195,61;0;;;
22 09 2018 06:30;64;5,097;36;243,86;0;;;
22 09 2018 06:40;99;4,397;201;172,35;0;;;
22 09 2018 06:50;227;3,81;945;108,22;0;;;
22 09 2018 07:00;87;0,397;122;132,4;0;;;
22 09 2018 07:10;239;3,244;286;323,41;0;;;
22 09 2018 07:20;118;0,239;0;#VÆRDI!;0;;;
22 09 2018 07:30;108;2,936;0;0;0;;;
22 09 2018 07:40;116;3,227;274;0;0;;;
22 09 2018 07:50;117;3,046;176;117,79;0;;;
22 09 2018 08:00;123;3,248;289;146,2;0;;;
22 09 2018 08:10;126;3,41;426;0;0;;;
22 09 2018 08:20;1;3,88;1;40,98;0;;;
22 09 2018 08:30;110;4,019;127;957,35;0;;;
22 09 2018 08:40;114;4,249;171;121,37;0;;;
22 09 2018 08:50;126;0,341;4;429,41;0;;;
22 09 2018 09:00;12;2,556;0;224,81;0;;;
22 09 2018 09:10;0;2,994;0;770,93;0;;;
22 09 2018 09:20;107;2,648;0;0;0;;;
22 09 2018 09:30;112;3,105;203;0;0;;;
22 09 2018 09:40;112;3,534;560;0;0;;;
22 09 2018 09:50;106;3,646;700;20,3;0;;;
22 09 2018 10:00;143;3,715;797;581,13;0;;;
22 09 2018 10:10;54;3,983;125;723,55;0;;;
22 09 2018 10:20;46;4,206;162;130,38;0;;;
22 09 2018 10:30;73;4,762;28;0,2;0;;;
22 09 2018 10:40;337;4,638;252;18,1;0;;;
22 09 2018 10:50;307;4,298;180;149,6;0;;;
22 09 2018 11:00;333;4,53;228;169,02;0;;;
22 09 2018 11:10;329;4,681;261;198,51;0;;;
22 09 2018 11:20;303;4,811;291;230,03;0;;;
22 09 2018 11:30;276;4,683;262;21,15;0;;;
22 09 2018 11:40;68;4,708;27;210,61;0;;;
22 09 2018 11:50;294;5,022;341;260,18;0;;;
22 09 2018 12:00;271;4,759;279;216,03;0;;;
22 09 2018 12:10;268;4,784;285;243,51;0;;;
22 09 2018 12:20;295;5,46;458;37,82;0;;;
22 09 2018 12:30;274;5,486;465;382,68;0;;;
22 09 2018 12:40;279;4,795;287;262,18;0;;;
22 09 2018 12:50;159;3,461;478;93,13;0;;;
22 09 2018 13:00;88;2,686;0;434,86;0;;;
22 09 2018 13:10;296;3,054;180;225,61;0;;;
22 09 2018 13:20;35;3,259;297;26,67;0;;;
22 09 2018 13:30;101;3,861;103;773,02;0;;;
22 09 2018 13:40;135;4,97;329;230,46;0;;;
22 09 2018 13:50;237;5,501;47;35,63;0;;;
22 09 2018 14:00;268;5,692;53;388,87;0;;;
22 09 2018 14:10;271;5,883;586;478,35;0;;;
22 09 2018 14:20;305;5,674;520;388,58;0;;;
22 09 2018 14:30;346;5,929;601;472,65;0;;;
22 09 2018 14:40;348;5,657;515;457,25;0;;;
22 09 2018 14:50;351;5,576;491;42,94;0;;;
22 09 2018 15:00;359;5,74;541;418,38;0;;;
22 09 2018 15:10;20;6,022;632;452,43;0;;;
22 09 2018 15:20;29;6,407;770;46,09;0;;;
22 09 2018 15:30;44;6,428;778;532,07;0;;;
22 09 2018 15:40;30;6,822;938;685,89;0;;;
22 09 2018 15:50;34;7,287;115;825,49;0;;;
22 09 2018 16:00;25;7,252;113;83,57;0;;;
22 09 2018 16:10;62;0,627;719;485,24;0;;;
22 09 2018 16:20;113;4,797;288;271,09;0;;;
22 09 2018 16:30;164;3,524;547;143,47;0;;;
22 09 2018 16:40;87;0,473;272;211,16;0;;;
22 09 2018 16:50;52;5,687;52;322,53;0;;;
22 09 2018 17:00;50;6,077;650;321,19;0;;;
22 09 2018 17:10;26;5,498;469;285,93;0;;;
22 09 2018 17:20;84;4,673;260;133,72;0;;;
22 09 2018 17:30;63;3,974;123;867,74;0;;;
22 09 2018 17:40;279;4,361;193;122,13;0;;;
22 09 2018 17:50;321;4,673;260;172,34;0;;;
22 09 2018 18:00;324;4,471;216;148,17;0;;;
22 09 2018 18:10;64;4,451;212;152,34;0;;;
22 09 2018 18:20;6;4,901;312;238,69;0;;;
22 09 2018 18:30;0;4,935;320;226,39;0;;;
22 09 2018 18:40;68;4,618;247;153,3;0;;;
